tipo de material,codigo,nombre,pkg
TERMINAL,TKT1211012SN,731279-3,3000
TERMINAL,TKT1218702BR,730602-1,4000
TERMINAL,TKT1218702SN,730602-3,4000
TERMINAL,TKT1218732SN,730567-3,6000
TERMINAL,TKT1225002SN,730267-3,5000
TERMINAL,TKT12250D2BR,730467-1,3500
TERMINAL,TKT12250D2SN,730467-3,3500
TERMINAL,TKT1264B00SN,711360-3,2000
TERMINAL,TKT1291A01SN,740928-3,6000
TERMINAL,TKT1291AA2SN,730913-3,6000
TERMINAL,TKT12BH000SN,760877-3,1500
TERMINAL,TKT12C0255SN,741378-3,5500
TERMINAL,TKT12C0256SN,731441-3,5500
TERMINAL,TKT12C0601SN,741363-3,5000
TERMINAL,TKT12C0602SN,731412-3,5000
TERMINAL,TKT12C2501AU,741360-G,7000
TERMINAL,TKT12C2501SN,741360-3,7000
TERMINAL,TKT12C2502SN,731165-3,1000
TERMINAL,TKT12C2512AU,731409-G,7000
TERMINAL,TKT12C2512SN,731409-3,7000
TERMINAL,TKT12C25N1SN,741360-3N,7000
TERMINAL,TKT12LAP03BR,780759-1,3500
TERMINAL,TKT12LHMF2SN,781033-3,2000
TERMINAL,TKT12MFS22SN,780801-3,1
TERMINAL,TKT12N0601SN,741332-3,5500
TERMINAL,TKT12N0606AG,731368-S,3000
TERMINAL,TKT12N0921SN,741155-3,6000
TERMINAL,TKT12N0922SN,731149-3,4000
TERMINAL,TKT13050W6AG,730622-S,3500
TERMINAL,TKT13050W6SN,730622-3,3500
TERMINAL,TKT1307002SN,730497-3,4000
TERMINAL,TKT1309WP6SN,730502-3,4000
TERMINAL,TKT1318725SN,740734-3,1500
TERMINAL,TKT1318726SN,730715-3,1500
TERMINAL,TKT1358W02SN,730524-3,2500
TERMINAL,TKT13SWP05AU,740482-G,4000
TERMINAL,TKT13SWP05SN,740482-3,4000
TERMINAL,TKT13SWP06SN,730495-3,3500
TERMINAL,TKT22N64S0SN,711343-3,1000
TERMINAL,TKT22PLMT2SN,730573-3,1500
TERMINAL,TKT22RH006SN,730962-3,7000
TERMINAL,TKT2306001SN,740720-3,1200
TERMINAL,TKT2306002SN,730704-3,4000
TERMINAL,TKT23064S0SN,711059-3,1000
TERMINAL,TKT2312002SN,731163-3,5000
TERMINAL,TKT23BUL12BR,760794-1,1000
TERMINAL,TKT23BUL22BR,760795-1,2000
TERMINAL,TKT23LAP08BR,780915-1,2000
TERMINAL,TKT23LAPN8BR,780915-1N,2000
TERMINAL,TKT23N1101SN,741368-3,3000
TERMINAL,TKT23N1102SN,731425-3,3000
TERMINAL,TKT23N2502SN,ST731211-3,1500
TERMINAL,TKT23RCL00BR,760520-1,5000
TERMINAL,TKT23RCL10BR,760521-1,1500
TERMINAL,TKT2406400SN,710853-2,1800
TERMINAL,TKT24064L0SN,710504-3,1500
TERMINAL,TKT24064LSSN,711308-3,1500
TERMINAL,TKT24064LTSN,710783-3,6000
TERMINAL,TKT24064R0SN,710506-3,1500
TERMINAL,TKT2458X06SN,730411-3,3500
TERMINAL,TKT2458X16SN,730659-3,3000
TERMINAL,TKT24RHTB0SN,710965-3,1000
TERMINAL,TKT25312L2SN,730026-3,1800
TERMINAL,TKT33025E6SN,731525-3,6000
TERMINAL,TKT3405096AG,730732-S,3500
TERMINAL,TKT3406012SN,731336-3,4000
TERMINAL,TKT3406022SN,730797-3,3500
TERMINAL,TKT34060C6SN,731444-3,4000
TERMINAL,TKT34060E6SN,731527-3,4000
TERMINAL,TKT34060F2SN,731269-3,4000
TERMINAL,TKT34060M1SN,741272-3,9456
TERMINAL,TKT34060W6SN,731275-3,3000
TERMINAL,TKT3406400SN,710849-3,1500
TERMINAL,TKT3406420SN,710809-3,1500
TERMINAL,TKT34064N0SN,711324-3,1000
TERMINAL,TKT34064T0SN,710847-3,1500
TERMINAL,TKT3409021SN,740673-3,4500
TERMINAL,TKT3409022SN,730676-3,3500
TERMINAL,TKT3409032SN,730776-3,3500
TERMINAL,TKT34090D2SN,731047-3,3500
TERMINAL,TKT34092W6AU,730624-G,3000
TERMINAL,TKT34092W6SN,730624-3,3000
TERMINAL,TKT3411012SN,731280-3,2500
TERMINAL,TKT34164N0SN,711320-3,1000
TERMINAL,TKT34250D2BR,730468-1,3500
TERMINAL,TKT34250D2SN,730468-3,3500
TERMINAL,TKT3428111SN,741286-3,2500
TERMINAL,TKT34312P2SN,731437-3,1500
TERMINAL,TKT3464A00SN,711354-3,1500
TERMINAL,TKT3464B00SN,711361-3,1500
TERMINAL,TKT3464TA0SN,711356-3,1000
TERMINAL,TKT3464TC0SN,711363-3,1200
TERMINAL,TKT34C0601SN,741362-3,4500
TERMINAL,TKT34C0602SN,731411-3,4500
TERMINAL,TKT34C2502SN,731166-3,1000
TERMINAL,TKT34HR6N0SN,710984-3,1000
TERMINAL,TKT34HR6P0SN,710987-3,1000
TERMINAL,TKT34HTR60SN,710990-3,1200
TERMINAL,TKT34LHMF2SN,781034-3,2000
TERMINAL,TKT34LHMM2SN,781097-3,2429
TERMINAL,TKT34LHTB0SN,710966-3,1000
TERMINAL,TKT34N0601SN,741333-3,4500
TERMINAL,TKT34N0921SN,741156-3,4500
TERMINAL,TKT34N0922SN,731150-3,1964
TERMINAL,TKT34N64S0SN,711344-3,1500
TERMINAL,TKT34N64U0SN,711349-3,1000
TERMINAL,TKT34S64N0SN,711318-3,1500
TERMINAL,TKT3518702BR,730603-1,4000
TERMINAL,TKT3518702SN,730603-3,4000
TERMINAL,TKT4412002SN,731164-3,4000
TERMINAL,TKT4428006SN,731152-3,2500
TERMINAL,TKT44SPLI0BR,760320-1,5000
TERMINAL,TKT4506403SN,710728-2,1
TERMINAL,TKT45064LTSN,710784-3,800
TERMINAL,TKT45182W5SN,RS F/LKET,1500
TERMINAL,TKT45312C1SN,741020-3,1500
TERMINAL,TKT4558W02SN,ST730525-3,2500
TERMINAL,TKT45N1101SN,741367-3,2500
TERMINAL,TKT45N1102SN,731424-3,2500
TERMINAL,TKT45N2501SN,741207-3,2000
TERMINAL,TKT45N2502SN,731210-3,1200
TERMINAL,TKT45SLBL1SN,741283-3,1500
TERMINAL,TKT45SWP06SN,730496-3,3000
TERMINAL,TKT46064TLSN,711199-3,1400
TERMINAL,TKT5509022SN,730677-3,3500
TERMINAL,TKT55092W6SN,730625-3,1
TERMINAL,TKT5558L00SN,730723-3,700
TERMINAL,TKT55SPLI0BR,760149-1,4000
TERMINAL,TKT5606400SN,710850-3,1500
TERMINAL,TKT5606420SN,710846-3,1500
TERMINAL,TKT56064LSSN,711309-3,1300
TERMINAL,TKT56064N0SN,711325-3,1000
TERMINAL,TKT56064R0SN,710507-3,1500
TERMINAL,TKT56064T0SN,710870-3,1500
TERMINAL,TKT5611012SN,731281-3,2000
TERMINAL,TKT56164N0SN,711321-3,1000
TERMINAL,TKT5623122SN,731112-3,1300
TERMINAL,TKT5625002BR,730269-1,3500
TERMINAL,TKT5625002SN,730269-3,3500
TERMINAL,TKT56250D2BR,730469-1,3500
TERMINAL,TKT56250D2SN,730469-3,3500
TERMINAL,TKT5628111SN,741287-3,2000
TERMINAL,TKT5631222SN,730642-3,1300
TERMINAL,TKT56312P2SN,730934-3,1300
TERMINAL,TKT5658X16SN,730660-3,2500
TERMINAL,TKT5664A00SN,711355-3,1500
TERMINAL,TKT5664B00SN,711362-3,1500
TERMINAL,TKT5664TA0SN,711357-3,1000
TERMINAL,TKT5664TC0SN,711364-3,1200
TERMINAL,TKT56C2502SN,731167-3,1000
TERMINAL,TKT56HR6N0SN,710985-3,1000
TERMINAL,TKT56HR6P0SN,710988-3,1000
TERMINAL,TKT56HTR60SN,710991-3,1200
TERMINAL,TKT56LHMF2SN,781035-3,1500
TERMINAL,TKT56LHMM2SN,781098-3,3000
TERMINAL,TKT56LHTB0SN,710952-3,1000
TERMINAL,TKT56N0922SN,731151-3,3500
TERMINAL,TKT56N2501SN,741206-3,2000
TERMINAL,TKT56N2502SN,731209-3,1200
TERMINAL,TKT56N64U0SN,711350-3,1000
TERMINAL,TKT56RHTB0SN,710964-3,1000
TERMINAL,TKT6618702SN,730968-3,4000
TERMINAL,TKT6625001BR,740255-1,2271
TERMINAL,TKT6625001SN,740255-3,3500
TERMINAL,TKT6705400SN,710246-2,1
TERMINAL,TKT67312C1SN,741021-3,1300
TERMINAL,TKT6758L00SN,730722-3,700
TERMINAL,TKT6764080SN,710782-3,1200
TERMINAL,TKT6764TA0SN,711358-3,1000
TERMINAL,TKT67C2502SN,731453-3,1000
TERMINAL,TKT67HTR60SN,710992-3,1000
TERMINAL,TKT67N64U0SN,711351-3,1000
TERMINAL,TKT67SLBL1SN,741284-3,1300
TERMINAL,TKT67SPLI0BR,760145-1,1800
TERMINAL,TKT77164N0SN,711322-3,1000
TERMINAL,TKT7723122SN,731422-3,4100
TERMINAL,TKT77HR6N0SN,710986-3,1000
TERMINAL,TKT77HR6P0SN,710989-3,1000
TERMINAL,TKT78064LSSN,711310-3,1000
TERMINAL,TKT78064LTSN,710950-3,1000
TERMINAL,TKT78064R0SN,710591-3,1000
TERMINAL,TKT78064S0SN,711022-3,1000
TERMINAL,TKT7823122SN,731147-3,800
TERMINAL,TKT7831222SN,730643-3,800
TERMINAL,TKT7831226SN,730652-3,800
TERMINAL,TKT7858L01SN,ST740539-3,800
TERMINAL,TKT78LHTB0SN,710967-3,1000
TERMINAL,TKT78RHTB0SN,710953-3,1000
TERMINAL,TKTAB950W2SN,731133-3,400
TERMINAL,TKTMM02501SN,741056-3,7000
TERMINAL,TKTMM02502SN,731054-3N,8000
TERMINAL,TKTMM02522SN,731374-3,7000
TERMINAL,TKTMM04032SN,731007-3,5000
TERMINAL,TKTMM06012SN,731334-3,5000
TERMINAL,TKTMM09022SN,731100-3,3500
TERMINAL,TKTMM09032SN,731102-3,4000
TERMINAL,TKTMM91AA2SN,731005-3,6000
TERMINAL,TKTMMC2501SN,741361-3,9000
TERMINAL,TKTMMC2512SN,731410-3,8000
TERMINAL,TKTMMC25N1SN,741361-3N,9000
TERMINAL,TKTMMN0921SN,741154-3,6000
TERMINAL,TKU1206006AU,MT095-33060,4000
TERMINAL,TKU1206006SN,MT095-33080,4000
TERMINAL,TKU12AWP05SN,TP131-00100,3000
TERMINAL,TKU12AWP06SN,TP135-00100,3000
TERMINAL,TKU12CDR01SN,MT091-29030,5000
TERMINAL,TKU12CDR02SN,MT095-29080,5000
TERMINAL,TKU12DSD02BR,MT025-23000,3000
TERMINAL,TKU12DSD02SN,MT025-23030,3000
TERMINAL,TKU12FL0A0BR,SL101-02090,2000
TERMINAL,TKU12FL0B0BR,SL102-02000,5000
TERMINAL,TKU12HSC02SN,TK105-00100,8000
TERMINAL,TKU12MMC01SN,TK191-00100,8000
TERMINAL,TKU12MMC02AU,TK195-00110,8000
TERMINAL,TKU12MMC02SN,TK195-00100,8000
TERMINAL,TKU12MMC21AU,TK192-00110,8000
TERMINAL,TKU12MMC21SN,TK192-00100,8000
TERMINAL,TKU12MMC22AU,TK196-00110,7000
TERMINAL,TKU12MMC22SN,TK196-00100,7000
TERMINAL,TKU12NIC01SN,TK201-00100,6000
TERMINAL,TKU12NIC02AG,TK205-00120,4000
TERMINAL,TKU12NIC02SN,TK205-00100,4000
TERMINAL,TKU12NMWP5SN,MT091-63080,3500
TERMINAL,TKU12NMWP6AU,MT095-63060,3500
TERMINAL,TKU12NMWP6SN,MT095-63080,3500
TERMINAL,TKU12NSC01SN,TK221-00100,3000
TERMINAL,TKU12NSC02SN,TK225-00100,2000
TERMINAL,TKU12TWP05SN,TP101-00100,8000
TERMINAL,TKU12TWP06SN,TP105-00100,8000
TERMINAL,TKU12TWP16SN,TP106-00100,8000
TERMINAL,TKU12TWP25SN,TP231-00200,7000
TERMINAL,TKU12XWP05SN,TP031-00100,3000
TERMINAL,TKU12XWP06SN,TP035-00100,3000
TERMINAL,TKU22TS00200,SL014-02000,5000
TERMINAL,TKU2362Z06AU,MT095-33860,3500
TERMINAL,TKU2362Z06SN,MT095-33880,3500
TERMINAL,TKU23LAP04BR,TL070-00010,3500
TERMINAL,TKU23RBL00BR,SL136-01000,2500
TERMINAL,TKU23RBLE2SN,SL192-00000,3500
TERMINAL,TKU23RBLS2SN,SL191-00000,1500
TERMINAL,TKU33NMWP5SN,TN021-00200,3000
TERMINAL,TKU33NMWP6AU,TN025-00210,3000
TERMINAL,TKU33NMWP6SN,TN025-00200,3000
TERMINAL,TKU33WMC06SN,TP055-00200,3000
TERMINAL,TKU33XWP06SN,TP035-00200,3000
TERMINAL,TKU34AWP05SN,TP131-00200,3000
TERMINAL,TKU34AWP06SN,TP135-00200,3000
TERMINAL,TKU34CDR01SN,MT091-29830,6000
TERMINAL,TKU34CDR02SN,MT095-29880,5000
TERMINAL,TKU34NIC01SN,TK201-00200,5000
TERMINAL,TKU34NIC02SN,TK205-00200,4000
TERMINAL,TKU34NMWP5SN,MT091-63280,3000
TERMINAL,TKU34NMWP6SN,MT095-63280,3000
TERMINAL,TKU34NSC01SN,TK221-00200,3000
TERMINAL,TKU34NSC02SN,TK225-00200,2000
TERMINAL,TKU34NWP05SN,TP161-00200,1000
TERMINAL,TKU34NWP06SN,TP165-00200,1000
TERMINAL,TKU34VWP06AU,TP145-00211,3000
TERMINAL,TKU44HLC02SN,TL180-00100,2000
TERMINAL,TKU45HL002SN,SL051-02000,1500
TERMINAL,TKU45HLC02SN,SL121-02000,2000
TERMINAL,TKU45XWP05SN,TP031-00300,3000
TERMINAL,TKU45XWP06SN,TP035-00300,3000
TERMINAL,TKU56NHC02SN,TK235-00200,1000
TERMINAL,TKU56NSC01SN,TK221-00300,2000
TERMINAL,TKU56NSC02SN,TK225-00300,1500
TERMINAL,TKU66DSD02BR,MT025-23300,3000
TERMINAL,TKU66DSD02SN,MT025-23330,3000
TERMINAL,TKU66SPLI0BR,MT240-01200,5000
TERMINAL,TKU88SPLI0BR,MT240-01400,2000
TERMINAL,TKUMMMMC01SN,TK191-00400,8000
TERMINAL,TKUMMMMC02SN,TK195-00400,8000
TERMINAL,TKUMMMMC21SN,TK192-00400,8000
TERMINAL,TKUMMMMC22SN,TK196-00400,8000
TERMINAL,TKUMMNIC01SN,TK201-00400,6000
TERMINAL,TKUMMNIC02SN,TK205-00400,4000
TERMINAL,TKUMMTWP06SN,TP105-00400,8000
TERMINAL,TKY1202502SN,4011-0047,8000
TERMINAL,TKY12025C2SN,TKC12-B6422,8000
TERMINAL,TKYMM02502SN,4011-0046,8000
TERMINAL,TMK1120P02SN,560124-0101,15000
TERMINAL,TMK11CMC02SN,98195-1211,5000
TERMINAL,TMK11CT512SN,5600230448,1
TERMINAL,TMK11MXLR2SN,33468-0002,10000
TERMINAL,TMK11OBD22SN,50420-8200,5000
TERMINAL,TMK1204032SN,50654-1001,6000
TERMINAL,TMK1208002SN,430300001,12000
TERMINAL,TMK1209W06SN,35407-6702,4000
TERMINAL,TMK12CMC02SN,98658-1211,10000
TERMINAL,TMK12MX151SN,330001004,1
TERMINAL,TMK1316502SN,5556T(39000-0038),4000
TERMINAL,TMK13OBD22SN,50420-8000,5000
TERMINAL,TMK22MX1L6SN,33012-3004,7000
TERMINAL,TMK23BSC00BR,35438-8000,2500
TERMINAL,TMK23BSE00BR,35439-8000,3000
TERMINAL,TMK23CMC02SN,98195-1212,5000
TERMINAL,TMK23ESCK0BR,35465-8000,3000
TERMINAL,TMK23SCKT0BR,35464-8000,1000
TERMINAL,TMK33MX1L6SN,33012-3002,6000
TERMINAL,TMK3409W06SN,35407-6802,4000
TERMINAL,TMK45CMC02SN,98195-1213,5000
TERMINAL,TMKMM08002SN,43030-0004,12000
TERMINAL,TMKMMCMC02SN,98658-1213,10000
TERMINAL,TPK11ASM02SN,1539-4147,11000
TERMINAL,TPK12GT152AU,1547-1370,4000
TERMINAL,TPK12GT152SN,1219-1811,1
TERMINAL,TPK2215002SN,1206-4971,4500
TERMINAL,TPK45GT282SN,1530-4720,2300
TERMINAL,TSE12PIC02SN,1393367-1,10000
TERMINAL,TSE23PIC02SN,1393366-1,10000
COMPONENTES,TSEAB3V010SN,91980-3V010,100
COMPONENTES,TSEBB3X050SN,91980-3X050,100
COMPONENTES,TSEBC1G750SN,TSE04-82658,100
COMPONENTES,TSEBC2H000SN,91980-2H000,100
COMPONENTES,TSEBC2H010SN,91980-2H010,100
COMPONENTES,TSEBC3X060SN,91980-3X060,100
COMPONENTES,TSEBC83610SN,TSE04-83618,100
COMPONENTES,TSEBCA5010SN,91980-A5010,100
COMPONENTES,TSEBCD1010SN,91985-D1010,100
COMPONENTES,TSEBCF2020SN,91985-F2020,100
COMPONENTES,TSEBCF2030SN,91985-F2030,50
COMPONENTES,TSEBCF2050SN,91985-F2050,100
COMPONENTES,TSEBCF2060SN,91985-F2060,200
COMPONENTES,TSEBCLT360SN,TSE04-82608,100
COMPONENTES,TSECC3X030SN,91980-3X030,100
COMPONENTES,TSEDEF2040SN,91985-F2040,50
COMPONENTES,TSEEE3X010SN,MDE12-00139,200
COMPONENTES,TSEEE3X050SN,91985-3X050,50
COMPONENTES,TSEEED1050SN,91985-D1050,500
TERMINAL,TSM1102502SN,8100-3624,8000
TERMINAL,TSM11064W5SN,8100-3617,8000
TERMINAL,TSM11HY152SN,8240-0344,7000
TERMINAL,TSM1202502SN,8100-3625,8500
TERMINAL,TSM1202506SN,8100-3455,7500
TERMINAL,TSM1206302AU,8240-0360,10000
TERMINAL,TSM1208002SN,8100-4443,3000
TERMINAL,TSM12091W6SN,8240-4862,4000
TERMINAL,TSM1212006AG,8240-0645,6000
TERMINAL,TSM1212006AU,8240-0559,6000
TERMINAL,TSM1212006SN,8240-0560,6000
TERMINAL,TSM1212016AU,8240-0650,6000
TERMINAL,TSM1215WP6SN,8240-0304,6000
TERMINAL,TSM12HY156AU,8240-0441,4000
TERMINAL,TSM12HY156SN,8240-0438,4000
TERMINAL,TSM12NH0N2SN,8240-0552,12000
TERMINAL,TSM14090W6AU,1500-0133,5000
TERMINAL,TSM22HY152SN,8240-0345,6000
TERMINAL,TSM2409W16SN,8100-0461,4000
TERMINAL,TSM3308002SN,8100-4444,2500
TERMINAL,TSM3412006SN,8240-0558,5000
TERMINAL,TSM34HY152SN,8240-0346,5000
TERMINAL,TSM34HY156SN,8240-0439,4000
TERMINAL,TSM3509W16SN,35407-6812,4000
TERMINAL,TSM4508002SN,8100-4445,2500
TERMINAL,TSM45091W6SN,8240-4952,3500
TERMINAL,TTK3423202SN,4R1191-0004,5000
TERMINAL,TTSBC2V100SN,91961-2V100,10
TERMINAL,TTSBC2V500SN,91961-2V500,100
TERMINAL,TUJ11020S2SN,KH1400004-21,12000
TERMINAL,TUJ11PCBS2SN,KH1600036-21,9000
TERMINAL,TUJ1202002SN,KH1200030-21,12000
TERMINAL,TYJ1215S02SN,7116-4100-02,5000
TERMINAL,TYJ1265072AU,7116-4221-08,5500
TERMINAL,TYJ12ABAG2AU,7116-4231-08,6500
TERMINAL,TYJ12SSC02AU,7116-4102-08,5000
TERMINAL,TYJ12SSC02SN,7116-4102-02,5000
TERMINAL,TYJ3415S02SN,7116-4101-02,4000
TERMINAL,TYR1102501SN,310042-11,7000
TERMINAL,TYR1102502SN,320051-11,7000
TERMINAL,TYR1206001AU,310004-12,3000
TERMINAL,TYR1206001SN,310004,3000
TERMINAL,TYR1206022AU,320029-12,3000
TERMINAL,TYR1206022SN,320029,3000
TERMINAL,TYR1206032AU,320078-12,1500
TERMINAL,TYR1206032SN,320078-11,3000
TERMINAL,TYR12060W5SN,310001,3000
TERMINAL,TYR12062W6AU,320059-12,3000
TERMINAL,TYR12062W6SN,320026,1000
TERMINAL,TYR1211001SN,310043-11,2000
TERMINAL,TYR1211002SN,320052-11,2000
TERMINAL,TYR2225M22SN,320091-11,7000
TERMINAL,TYR3406001SN,310005,3000
TERMINAL,TYR3406022SN,320030,3000
TERMINAL,TYR3406032SN,320079-11,3000
TERMINAL,TYR3411001SN,310044-11,2000
TERMINAL,TYR3411002SN,320053-11,2000
TERMINAL,TYR5611001SN,310045-11,2000
TERMINAL,TYR5611002SN,320054-11,2000
TERMINAL,TYRMM02501SN,310041-11,7000
TERMINAL,TYRMM02502SN,320050-11,7000
TERMINAL,TYRMM06001SN,310003,3000
TERMINAL,TYRMM06022SN,320075,3000
COMPONENTES,UCOT0B05ROLL,COT 5XROLL,1000
COMPONENTES,UCOT0B11ROLL,COT 11XROLL,400
COMPONENTES,UCOT0B12ROLL,COT 12XROLL,300
COMPONENTES,UCOT0B14ROLL,UCOT0B14ROLL,300
COMPONENTES,UCOT0B22ROLL,UCOT0B22ROLL,100
COMPONENTES,UCOT0Y05ROLL,COT Y 5XROLL,1000
COMPONENTES,UCOT0Y07ROLL,COT Y 7XROLL,500
COMPONENTES,UHMT0040030,HMT 4X30,1000
COMPONENTES,UHMT0040050,HMT 4X50,1000
COMPONENTES,UHMT0060030,HMT6x30,1000
COMPONENTES,UHMT0060050,HMT 6X50,500
COMPONENTES,UHMT0090050,,6
COMPONENTES,UHMT0090060,HMT 9X60,500
COMPONENTES,UHSC0030015,HSC3X15,2000
COMPONENTES,UHSC0040030,HSC4X30,2000
COMPONENTES,UHSC0040050,HSC 4x50,2000
COMPONENTES,UHSC0040065,HSC4X65,1000
COMPONENTES,UHSC0050035,,7
COMPONENTES,UHSC0060030,HSC 6X30,1000
COMPONENTES,UHSC0060050,HSC 6x50,1000
COMPONENTES,UHSC0080035,,8
COMPONENTES,UHSC0090030,HSC 9X30 ??????????,1
COMPONENTES,UHSC0090040,HSC 9x40 ??????????,1
COMPONENTES,UHSC0090050,HSG0090050,1000
COMPONENTES,UHSC0140030,HSC 14X30,1000
COMPONENTES,UHSC0140050,14X50,1000
COMPONENTES,UHSC0140060,HSC14-60,1000
COMPONENTES,UHSC0160030,HSG0160030,100
COMPONENTES,UHSC0160050,HSC 16X50,500
COMPONENTES,UHSCC030015,CRN-1/8-0(15mm),1000
COMPONENTES,UHSCC040015,CRN-3/16-0(15mm),1000
COMPONENTES,UHSCC060015,CRN-1/4-0(15mm),10000
COMPONENTES,UHSCC090020,CRN-3/8-0(20mm),1000
COMPONENTES,UPVC0B04ROLL,PVC 4XROLL,1000
COMPONENTES,UPVC0B05ROLL,UPVC0B05ROLL,600
COMPONENTES,UPVC0B06ROLL,PVC 6XROLL,500
COMPONENTES,UPVC0B08ROLL,PVC 8XROLL,400
COMPONENTES,UPVC0B10ROLL,PVC 10XROLL,300
COMPONENTES,UPVC0B12ROLL,PVC 12XROLL,200
COMPONENTES,UPVC0B14ROLL,PVC 14XROLL,100
COMPONENTES,UPVC0Y04ROLL,UPVC0Y04ROLL,1000
COMPONENTES,UPVC0Y06ROLL,UPVC0Y06ROLL,500
COMPONENTES,USHMT060030,SHMT6X30,1000
COMPONENTES,USHMT060050,SHMT6X50,500
COMPONENTES,USHMT060060,SHMT 6X60 (B),500
COMPONENTES,USHMT090020,SHMT9x20,1000
COMPONENTES,USHMT090030,SHMT9X30,1000
COMPONENTES,USHMT090050,SHMT9X50,500
COMPONENTES,USHMT090060,SHMT 9X60 (B),500
COMPONENTES,USHMT120060,SHMT 12X60,200
COMPONENTES,USHMT140050,SHMT14-50,200
COMPONENTES,USHMT140060,SHMT14x60,200
CABLE,WAB0800100,AVUHSF 8.0 B,2000
CABLE,WAB0800300,AVUHSF 8.0 R,2000
CABLE,WAB1500100,AVUHSF 15.0 B,1500
CABLE,WAB2000100,AVUHSF 20.0 SQ B,1000
CABLE,WAB2500100,AVUHSF 25.0 SQ B,1000
CABLE,WAB3000100,AVUHSF 30.0 B,800
CABLE,WAS0300100,AVS 3.0 B,1800
CABLE,WAS0300200,AVS 3.0 W,1800
CABLE,WAS0300300,AVS 3.0 R,1800
CABLE,WAS0300400,AVS 3.0 G,1800
CABLE,WAS0300700,AVS 3.0 L,1800
CABLE,WAS0300F00,AVS 3.0 P,1800
CABLE,WAS0500100,AVS 5.0 B,1200
CABLE,WAS0500200,AVS 5.0 W,1200
CABLE,WAS0500300,AVS 5.0 R,1200
CABLE,WAS0800100,AVS 8.0 B,700
CABLE,WAS0800300,AVS 8.0 R,700
CABLE,WCH0022100,CHFUS 0.22 B,7000
CABLE,WCH0022200,CHFUS 0.22 W,7000
CABLE,WCH0022300,CHFUS 0.22 R,7000
CABLE,WCH0022400,CHFUS 0.22 G,7000
CABLE,WCH0022500,CHFUS 0.22 Y,7000
CABLE,WCH0022600,CHFUS 0.22 BR,7000
CABLE,WCH0022700,CHFUS 0.22 L,7000
CABLE,WCH0022800,CHFUS 0.22 GR,7000
CABLE,WCH0022A00,CHFUS 0.22 O,7000
CABLE,WCH0022F00,CHFUS 0.22 P,7000
CABLE,WCR0400A00,CU-R4XLPO-HV 4.0 O,1
CABLE,WCR0400A10,CU-R4XLPO-HV 4.0 O/B,1
CABLE,WEF0300100,AEXF 3.0 B,1800
CABLE,WEF0300200,AEXF 3.0 W,1800
CABLE,WEF0300300,AEXF 3.0 R,1800
CABLE,WEF0500100,AEXF 5.0 B,200
CABLE,WEF0500200,AEXF 5.0 W,200
CABLE,WEF0800100,AEXF 8.0 B,150
CABLE,WEX0030100,AESSXF 0.3 B,12000
CABLE,WEX0030120,AESS-XF 0.3 B/W,1
CABLE,WEX0030130,AESSXF 0.3 B/R,12000
CABLE,WEX0030140,AESSXF 0.3 B/G,12500
CABLE,WEX0030150,AESS-XF 0.3 B/Y,12000
CABLE,WEX0030170,AESS-XF 0.3 B/L,12000
CABLE,WEX0030180,AESS-XF 0.3 B/Gr,12000
CABLE,WEX00301A0,AESSXF 0.3 B/O,12000
CABLE,WEX0030200,AESSXF 0.3 W,12000
CABLE,WEX0030300,AESSXF 0.3 R,12000
CABLE,WEX0030400,AESSXF 0.3 G,12000
CABLE,WEX00304A0,AESSXF 0.3 G/O,12000
CABLE,WEX0030500,AESSXF 0.3 Y,12000
CABLE,WEX0030600,AESSXF 0.3 BR,12000
CABLE,WEX0030610,AESSXF 0.30 BR/B,12000
CABLE,WEX00306A0,AESSXF 0.30 BR/O,12000
CABLE,WEX0030700,AESSXF 0.3 L,12000
CABLE,WEX00307A0,AESSXF 0.3 L/O,12000
CABLE,WEX0030800,AESSXF 0.3 GR,12000
CABLE,WEX0030810,AESSXF 0.30 GR/B,12000
CABLE,WEX00308A0,AESSXF 0.3 GR/O,12000
CABLE,WEX0030A00,AESSXF 0.3 O,12000
CABLE,WEX0030F00,AESSXF 0.3 P,12000
CABLE,WEX0050100,AESSXF 0.5 B,8000
CABLE,WEX00501A0,AESSXF 0.5 B/O,8000
CABLE,WEX0050200,AESSXF 0.5 W,8000
CABLE,WEX0050210,AESSXF 0.5 W/B,8000
CABLE,WEX00502A0,AESSXF 0.5 W/O,8000
CABLE,WEX0050300,AESSXF 0.5 R,8000
CABLE,WEX0050310,AESSXF 0.5 R/B,8000
CABLE,WEX00503A0,AESSXF 0.5 RO,8000
CABLE,WEX0050400,AESSXF 0.5 G,8000
CABLE,WEX0050410,AESSXF 0.5  G/B,8000
CABLE,WEX00504A0,AESSXF 0.5 G/O,8000
CABLE,WEX0050500,AESSXF 0.5 Y,8000
CABLE,WEX0050510,AESSXF 0.5 Y/B,8000
CABLE,WEX00505A0,AESSXF 0.5 Y/O,8000
CABLE,WEX0050600,AESSXF 0.5 BR,8000
CABLE,WEX00506A0,AESSXF 0.5 BR/O,8000
CABLE,WEX0050700,AESSXF 0.5 L,8000
CABLE,WEX0050710,AESSXF 0.5 L/B,8000
CABLE,WEX00507A0,AESSXF 0.5 L/O,8000
CABLE,WEX0050800,AESSXF 0.5 GR,8000
CABLE,WEX0050810,AESSXF 0.5 GR/B,8000
CABLE,WEX00508A0,AESSXF 0.5 GR/O,8000
